"study_duration","finished","consent","abortion_att_binary","abortion_att_pre_1","abortion_att_pre_2","abortion_att_pre_3","abortion_certain","abortion_imp","vaccine_att_binary","vaccine_att_pre_1","vaccine_att_pre_2","vaccine_att_pre_3","vaccine_certain","vaccine_imp","uh_att_binary","uh_att_pre_1","uh_att_pre_2","uh_att_pre_3","uh_certain","uh_imp","firearm_att_binary","firearm_att_pre_1","firearm_att_pre_2","firearm_att_pre_3","firearm_certain","firearm_imp","abortion_init_resp","abortion_att_post_1","abortion_att_post_2","abortion_att_post_3","perc_ai_strength","perc_ai_bias","vaccine_init_resp","vaccine_att_post_1","vaccine_att_post_2","vaccine_att_post_3","uh_init_resp","uh_att_post_1","uh_att_post_2","uh_att_post_3","firearm_init_resp","firearm_att_post_1","firearm_att_post_2","firearm_att_post_3","perc_useful","perc_satisfaction","ai_disable","abortion_final_resp","vaccine_final_resp","uh_final_resp","firearm_final_resp","age","gender","education","race","partisanship","abortion_pro_1_clicked","vaccine_pro_1_clicked","unihealthcare_pro_1_clicked","gun_pro_1_clicked","abortion_pro_2_clicked","abortion_pro_3_clicked","abortion_pro_4_clicked","abortion_pro_5_clicked","abortion_con_2_clicked","abortion_con_1_clicked","abortion_con_3_clicked","abortion_con_4_clicked","abortion_con_5_clicked","vaccine_pro_2_clicked","vaccine_pro_3_clicked","vaccine_pro_4_clicked","vaccine_pro_5_clicked","vaccine_con_2_clicked","vaccine_con_3_clicked","vaccine_con_4_clicked","vaccine_con_5_clicked","unihealthcare_pro_5_clicked","unihealthcare_pro_2_clicked","unihealthcare_pro_3_clicked","unihealthcare_pro_4_clicked","unihealthcare_con_2_clicked","unihealthcare_con_3_clicked","unihealthcare_con_4_clicked","unihealthcare_con_5_clicked","gun_pro_2_clicked","gun_pro_3_clicked","gun_pro_4_clicked","gun_pro_5_clicked","gun_con_2_clicked","gun_con_3_clicked","gun_con_4_clicked","gun_con_5_clicked","vaccine_con_1_clicked","unihealthcare_con_1_clicked","gun_con_1_clicked","abortion_pro_First.Click","abortion_pro_Last.Click","abortion_anti_First.Click","abortion_anti_Last.Click","abortion_control_First.Click","abortion_control_Last.Click","vaccine_pro_First.Click","vaccine_pro_Last.Click","vaccine_con_First.Click","vaccine_con_Last.Click","vaccine_control_First.Click","vaccine_control_Last.Click","uh_pro_First.Click","uh_pro_Last.Click","uh_con_First.Click","uh_con_Last.Click","uh_control_First.Click","uh_control_Last.Click","firearm_pro_First.Click","firearm_pro_Last.Click","firearm_con_First.Click","firearm_con_Last.Click","firearm_control_First.Click","firearm_control_Last.Click","study_condition","abortion_att_pre","vaccine_att_pre","uh_att_pre","firearm_att_pre","abortion_att_post","vaccine_att_post","uh_att_post","firearm_att_post","treatment_condition","topic","abortion_pro_clicks","abortion_con_clicks","vaccine_pro_clicks","vaccine_con_clicks","uh_pro_clicks","uh_con_clicks","firearm_pro_clicks","firearm_con_clicks","total_clicks","ac_links","aic_links","attitude_strength","partisanship_strength","attitude_polarization","attitude_post","first_click","last_click"
1096,1,1,1,5,5,4,4,4,1,5,4,3,4,4,1,5,5,5,5,5,1,3,6,6,5,4,"",NA,NA,NA,4,5,"I think vaccine mandates should be allowed, under certain situations.",5,4,3,"",NA,NA,NA,"",NA,NA,NA,5,4,1,"","I think vaccine mandates are important for children. Children are more vulnerable to viruses and infections that can spread quickly between one another. I think for most adults vaccine mandates should be voluntary. There many reasons to vaccinate and not to vaccinate for adults. Each adult should have the right to decide. Health care workers would be an exception.","","",60,1,3,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14.493,131.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_anti",4.66666666666667,4,5,5,NA,4,NA,NA,"AIC_AI_Summary","Vaccine Mandates",0,0,1,1,0,0,0,0,2,1,1,4,2,0,4,14.493,131.916
514,1,1,1,6,6,6,6,4,1,6,6,6,5,5,2,3,4,4,3,5,1,3,4,5,3,3,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"I don't trust the government to implement a successful universal healthcare system and this is why I am against this idea. ",4,4,4,"",NA,NA,NA,NA,NA,NA,"","","A universal healthcare system in the United States could have negative side effects.  Freedom of choice an long wait times are amongst the most common concerns.  I just don't trust the government to do it correctly.  The substantial cost of funding such a system would likely require gigantic tax increases, placing a heavy burden on taxpayers. ","",49,1,5,"1",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.689,172.912,NA,NA,NA,NA,NA,NA,"uh_control",6,6,3.66666666666667,4,NA,NA,4,NA,"Control","Universal Healthcare",0,0,0,0,5,2,0,0,7,2,5,4,1,-0.333333333333333,3,4.689,172.912
661,1,1,2,1,1,1,6,6,2,1,1,1,6,6,1,6,6,6,6,6,2,1,1,1,6,6,"",NA,NA,NA,5,3,"",NA,NA,NA,"",NA,NA,NA,"I think the firearms regulations are fair as they currently are and not be changed for stricter laws as citizens should have a right to carry a firearm.",1,1,1,5,6,2,"","","","I think everyone has the right to have a firearm and the current laws are already too strict.  Making more regulations and laws regarding this issue would cause unnecessary paperwork and waiting when the law is already too strict.
I think keeping the gun laws where they are currently stand are plenty strict enough already.  We should allow anyone that wants a gun to apply and get one if they want one.",52,1,6,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.47,179.743,NA,NA,NA,NA,"firearm_pro",1,1,6,1,NA,NA,NA,1,"AIC_AI_Summary","Firearm Regulations",0,0,0,0,0,0,1,2,3,2,1,6,3,0,6,12.47,179.743
577,1,1,1,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,1,2,4,6,6,"",NA,NA,NA,4,4,"",NA,NA,NA,"We're the richest country in the world and we waste so much money needlessly, there's no reason anyone in the country shouldn't have access to the best healthcare possible.",6,6,6,"",NA,NA,NA,4,4,1,"","","We live in the richest country on the planet and therefore there is no excuse why anyone can't afford healthcare. We waste so much money needlessly on so many other asinine things; we need to invest in our people. Other western nations have been able to implement universal healthcare, so should we.","",39,1,4,"1",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.156,170.078,NA,NA,NA,NA,NA,NA,NA,NA,"uh_anti",6,6,6,2.33333333333333,NA,NA,6,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,3,0,0,0,3,3,0,6,1,0,6,61.156,170.078
594,1,1,1,6,6,6,6,5,1,4,4,4,3,3,1,5,6,6,5,4,1,3,6,6,5,5,"",NA,NA,NA,NA,NA,"I believe there are certain vaccines that should be mandated such as polio.  I do not however, think the flu shot or shingles vaccine should be mandatory.",5,5,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","Vaccines should be mandatory to strengthen our society by assisting with herd immunity.  Vaccines are life-saving measures that protect our communities.  Religion should not be an excuse to not care about your neighbor.  Vaccines and medical guidance has scientigic back-up and research to support the claims, whereas religion simply does not.","","",40,2,5,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.428,173.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_control",6,4,5.66666666666667,5,NA,5,NA,NA,"Control","Vaccine Mandates",0,0,2,1,0,0,0,0,3,2,1,3,2,1,5,9.428,173.543
704,1,1,2,1,1,1,6,5,2,3,3,3,4,4,1,5,5,5,5,5,1,6,6,6,6,6,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"Yes, because all people should have access to healthcare in some form.",5,5,5,"",NA,NA,NA,NA,NA,NA,"","","Yes, because as human beings, we have basic needs and healthcare helps us take care of one of those foundational requirements. It won't be cheap and it will cost more taxpayer money, but we should be at the point that as a country, citizens can take care of themselves if they truly have the desire to. ","",31,1,5,"2",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.504,56.515,NA,NA,NA,NA,NA,NA,"uh_control",1,3,5,6,NA,NA,5,NA,"Control","Universal Healthcare",0,0,0,0,2,0,0,0,2,2,0,5,3,0,5,7.504,56.515
1269,1,1,2,4,1,1,5,5,1,5,5,5,5,5,1,6,6,6,6,6,1,6,6,6,6,5,"I believe abortion should not be legal because it takes an innocent human life.",4,1,1,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"When it comes to the issue of abortion, I support that abortion should not be legal as life starts at conception and this raises a unique human being, which should be protected. Terminating that life even in troubling circumstances is not only a violation to human dignity; it is also a tendency towards a culture of waste. The alternative to abortion should be empathetic measures such as adoption and excellent care of the mother where the lives of both individuals are cherished.","","","",41,1,5,"1",7,2,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,10.451,161.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_control",2,5,6,6,2,NA,NA,NA,"Control","Abortion",5,3,0,0,0,0,0,0,8,3,5,5,3,0,5,10.451,161.034
1046,1,1,1,5,5,5,6,5,1,5,5,5,4,5,1,6,6,6,6,6,1,3,6,6,6,6,"Abortion should be legal. Making it legal makes it dangerous and puts an added danger to woman who should have full rights about their body.",6,6,6,5,4,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,6,5,2,"There are many reasons for an abortion. From cases of rape to people who can not afford children, or even afford the medical support through a pregnancy to get to the stage of abortion. Woman might be medically unable to carry to term safely. They might have a gene that potentially could pass a dangerous trait to their children. No matter what the reason is, that choice of abortion should be left up to the woman and guided, but not decided, by the doctor. If abortion is not legal it then becomes dangerous for the woman in many different factors. Holding a woman to commit to term, forcing ideology, putting a warrant on her head for doing something illegal, it's all detrimental. It causes woman to seek out other means, putting their lives in danger. ","","","",40,2,4,"1",2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.106,174.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_pro",5,5,6,5,6,NA,NA,NA,"AC_AI_Summary","Abortion",1,2,0,0,0,0,0,0,3,1,2,5.5,2,1,6,13.106,174.262
1224,1,1,1,6,6,6,5,5,1,6,6,5,6,5,1,6,6,6,6,6,1,6,6,6,6,6,"Well, I think that abortion should be legal as a person should have right to choose what to do with his/her own body and future. ",6,6,5,5,5,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,6,5,2,"Abortion is supposed to remain legal in the United States as it secures health and individual freedom. It is considerably less hazardous than child delivery and most operations, and prohibitions do not prevent abortions, they only make them lethal. With the law, individuals are able to make decisions that concern their own bodies and make life-planning free of danger and disrespect.","","","",64,2,6,"1",1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.159,122.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_pro",6,5.66666666666667,6,6,5.66666666666667,NA,NA,NA,"AC_AI_Summary","Abortion",2,2,0,0,0,0,0,0,4,2,2,5,3,-0.333333333333333,5.66666666666667,13.159,122.167
509,1,1,1,4,4,4,6,5,1,5,4,4,5,5,1,5,4,4,4,5,2,3,5,4,4,5,"I do believe abortion should be legal as there are cases where unwanted pregnancies occur such as rape and we need to allow women to have the choice.",5,5,4,5,6,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,5,5,1,"Legal abortion is extremely safe and far less risky than childbirth or many common medical procedures. Restricting access will not stop abortions but will make them unsafe especially for those who come from a very very low income population. Protecting access is essential to safeguard those who are vunlerable, prevent unnecessary deaths, and allows us to enable everyone can receive safe medical care.","","","",29,1,5,"4",2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.557,91.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_pro",4,4.33333333333333,4.33333333333333,4,4.66666666666667,NA,NA,NA,"AC_AI_Summary","Abortion",3,0,0,0,0,0,0,0,3,3,0,5.5,2,0.666666666666667,4.66666666666667,8.557,91.24
812,1,1,1,6,6,6,6,6,2,2,3,1,6,6,1,5,6,6,5,6,1,1,1,6,6,3,"",NA,NA,NA,6,4,"",NA,NA,NA,"It is a basic human right to have healthcare. We didn't ask to be here and in order to have a healthy happy society this is something that every person needs. Pay these days isn't enough to cover housing and food, so if healthcare were covered this could be one thing off a persons back that could lead to them being healthier work harder and be more productive.",6,6,6,"",NA,NA,NA,4,4,2,"","","This is something everyone should have no matter what the opposition says people need this to live healthy lives. the government is wrong for not providing such. In the initial part it would be one size fits all but if something is discoved about that person then they can seek a specialitst ","",45,2,5,"2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.09,168.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uh_pro",6,2,5.66666666666667,2.66666666666667,NA,NA,6,NA,"AC_AI_Summary","Universal Healthcare",0,0,0,0,0,2,0,0,2,0,2,5.5,1,0.333333333333333,6,149.09,168.591
1051,1,1,1,5,5,5,5,3,1,5,5,5,5,5,1,2,5,5,4,3,1,5,5,6,5,5,"",NA,NA,NA,4,3,"",NA,NA,NA,"I believe that everybody in the United States should have a right to healthy treatments For sickness and well being even if they can't afford it",5,5,5,"",NA,NA,NA,4,4,2,"","","I believe that all Americans should have the right to health care even if they can't afford it. A lot of people aren't going to get treated because they cannot afford to do so especially with mental health. It has caused a lot of issues in America because people cannot afford to go to the doctor.","",49,2,2,"1",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.025,172.183,NA,NA,NA,NA,NA,NA,NA,NA,"uh_anti",5,5,4,5.33333333333333,NA,NA,5,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,1,0,0,0,1,1,0,3.5,1,1,5,162.025,172.183
1270,1,1,1,4,4,2,4,3,2,4,4,3,4,4,1,5,5,5,4,4,1,5,4,6,5,5,"",NA,NA,NA,5,4,"",NA,NA,NA,"",NA,NA,NA,"Yes, too many people are able to obtain firearms especially assault rifles.",5,5,6,6,5,2,"","","","There should absolutely be sticter regulations of firearms in the United States. There were over 823,000 deaths related to gun violence in the last decade. From suicides to homicides, guns are used for a lot more then protection, and more often too. Studies show that guns are used more during disputes between people then protection. People argue that its our amended right as Americans to own and carry guns but they ensue violence more than anything. There is an influx of guns around the country both illegally and legally easily obtained and we need to leave the firearms to trained professionals.",29,2,3,"1,2",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.185,109.512,NA,NA,NA,NA,"firearm_pro",3.33333333333333,3.66666666666667,5,5,NA,NA,NA,5.33333333333333,"AC_AI_Summary","Firearm Regulations",0,0,0,0,0,0,1,0,1,1,0,5,1,0.333333333333333,5.33333333333333,6.185,109.512
496,1,1,1,5,5,5,5,3,1,6,5,4,5,4,1,4,5,6,4,3,1,4,5,6,3,3,"Yes, because the child-bearing person should have the ability to make a decision.",6,6,6,4,4,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,5,4,2,"Yes, I believe that abortion should be legal in the United States. An unwanted pregnancy can have significant impact on the mental health of the mother, which at a baseline level can lead to complications in pregnancy due to an excess amount of stress. A woman who is carrying a baby should have the freedom to be able to do what she chooses. There are situations in which the baby was unwanted, unplanned or won't be able to be taken care of, whether that be emotionally or financially, and it is in the best interest of both the mother and the baby for a procedure like an abortion to be legal and available as an option. ","","","",27,2,6,"4",4,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,47.679,145.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_anti",5,5,5,5,6,NA,NA,NA,"AIC_AI_Summary","Abortion",3,1,0,0,0,0,0,0,4,3,1,4,0,1,6,47.679,145.903
695,1,1,1,6,6,6,6,5,1,5,5,5,5,5,1,6,6,6,6,6,1,6,6,6,5,4,"",NA,NA,NA,4,5,"I think mandates should be allowed. Herd immunity is very important and the more people that are vaccinated the better.",5,5,5,"",NA,NA,NA,"",NA,NA,NA,4,2,1,"","I think vaccine mandates should be allowed. They are important because not all people are able to get some or all of the needed vaccines and can be more vulnerable to contracting serious illnesses. It's also important because of herd immunity. We have seen and heard in the news recently of communities who have decided against vaccinating and seen the rise in variants of the flu, measles, and whooping cough. ","","",39,2,6,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28.804,136.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_anti",6,5,6,6,NA,5,NA,NA,"AIC_AI_Summary","Vaccine Mandates",0,0,2,0,0,0,0,0,2,2,0,5,3,0,5,28.804,136.388
1292,1,1,2,1,3,1,5,3,2,2,2,2,4,4,2,1,2,4,3,2,2,1,1,1,5,5,"The baby has the right to live.",1,1,1,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Abortion should be banned because it's immoral you deprive the live of the child. People like to say it's just a clump of cells but studies show it's more than just that also it is also shown that hospitals used cut up parts of the unborn fetuses for other medical experiments. In truth It is immoral to do such a thing to an unborn baby and it enables worse behavior that allows people to act without responsibility.","","","",22,1,2,"1",7,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2.203,50.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_control",1.66666666666667,2,2.33333333333333,1,1,NA,NA,NA,"Control","Abortion",2,3,0,0,0,0,0,0,5,3,2,4,3,0.666666666666667,6,2.203,50.996
647,1,1,1,6,6,6,6,5,1,6,5,5,5,5,1,6,6,6,5,6,1,2,2,4,4,4,"I absolutely believe it should be legal. A woman's right to make her own healthcare choices along with her physician is a fundamental, basic right. ",6,6,6,5,2,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,3,4,1,"I honestly don't think that any elaboration is needed to justify my stance on this topic. I am an adult woman with basic rights, which should include making decisions about my own body just like a man can. Religious zealots, corrupt politicians and wealthy white men should mind their own business and spend some of their time and efforts on introspection rather than working to limit women's ability to chose. ","","","",52,2,2,"1",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.165,158.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_pro",6,5.33333333333333,6,2.66666666666667,6,NA,NA,NA,"AC_AI_Summary","Abortion",1,0,0,0,0,0,0,0,1,1,0,5.5,1,0,6,142.165,158.442
508,1,1,1,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,3,6,6,5,5,"Yes,  it should be legal to allow people to have bodily autonomy.",6,6,6,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"I believe that everyone is entitled to bodily autonomy. If someone does not want to choose the future of having a child yet, or ever, that is up to them and this should not be infringed on by anyone regardless of their theocratic beliefs. We live in a society where different people are allowed to have different opinions and the belief that abortion is somehow wrong or immoral is a fairly new one. We have to focus on the lives of those who are already alive as well as future lives by making the world a place that people will actually want to bring life into it. Which we are failing at doing, as of right now.","","","",35,1,2,"1",1,0,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,32.416,166.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_control",6,6,6,5,6,NA,NA,NA,"Control","Abortion",3,5,0,0,0,0,0,0,8,3,5,6,3,0,6,32.416,166.319
1359,1,1,2,1,1,2,6,5,1,6,6,4,5,6,1,6,6,6,6,6,1,3,6,6,6,5,"",NA,NA,NA,6,2,"",NA,NA,NA,"yes. by implementing the universal  healthcare system, all social classes especially the middle and lower classes will be able to be catered or health wise",6,6,6,"",NA,NA,NA,6,6,2,"","","yes, by doing so, the government would have stood out as a rooted in values of equity, compassion and justice towards its people. Also every citizen has a right to health care regardless of their status or where they live. by implementing universal healthcare, more lives will be saved and more scientific researches would have been discovered to the advantage of the nation ","",27,2,5,"1",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.137,154.146,NA,NA,NA,NA,NA,NA,NA,NA,"uh_anti",1.33333333333333,5.33333333333333,6,5,NA,NA,6,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,3,1,0,0,4,3,1,6,3,0,6,8.137,154.146
520,1,1,1,5,5,5,5,5,2,3,4,3,3,3,1,6,6,6,6,6,2,2,1,4,5,5,"",NA,NA,NA,NA,NA,"I think in some situations it would be good for people to be vaxed, but it shouldn't be a requirement.",6,4,2,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","I think children should be required to get vaccines in order to go to public school. It is for the better good to make sure that outbreaks don't happen. Measles is something that we eliminated and we shouldn't have it come back. Honestly I'm all for freedom but it is unsafe.","","",28,1,5,"1",3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.738,179.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_control",5,3.33333333333333,6,2.33333333333333,NA,4,NA,NA,"Control","Vaccine Mandates",0,0,6,2,0,0,0,0,8,2,6,3,1,-0.666666666666667,3,6.738,179.97
573,1,1,1,5,5,5,6,4,1,6,6,6,6,4,1,6,6,6,6,6,1,6,6,6,6,5,"",NA,NA,NA,6,1,"Yes , I believe vaccination should be mandatory .",6,6,6,"",NA,NA,NA,"",NA,NA,NA,6,6,2,"","In my opinion vaccinations should be mandatory for many reasons : they protect not just individuals but also the whole community.Vaccinations create herd immunity which then protects vulnerable people who can't get vaccinated for medical reasons , like babies or people with immune systems problems .This effort prevents spread of dangerous illnesses and keeps everyone safer .","","",53,1,5,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,137.495,157.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_pro",5,6,6,6,NA,6,NA,NA,"AC_AI_Summary","Vaccine Mandates",0,0,1,1,0,0,0,0,2,1,1,5,3,0,6,137.495,157.903
464,1,1,1,6,6,6,6,6,1,6,6,5,4,4,1,6,6,6,6,6,1,4,5,6,4,2,"",NA,NA,NA,4,5,"",NA,NA,NA,"",NA,NA,NA,"I do, because we are seeing way too many shooting tragedies in this country.",4,4,4,4,4,1,"","","","I do believe that we should have stricter regulation of firearms. There are simply too many gun violence related deaths in this country, from mass shootings to domestic violence to suicides and accidents. We need to fund research to determine which regulations are most effective.",30,2,6,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.87,164.18,NA,NA,"firearm_anti",6,5.66666666666667,6,5,NA,NA,NA,4,"AIC_AI_Summary","Firearm Regulations",0,0,0,0,0,0,2,2,4,2,2,3,2,-1,4,47.87,164.18
1428,1,1,2,2,2,2,5,5,1,5,5,5,5,5,2,3,3,3,4,4,2,5,5,5,6,5,"",NA,NA,NA,5,3,"They should be allowed to help in curbing or protecting the spread of diseases to other people or even to reduce mortality in people",3,4,2,"",NA,NA,NA,"",NA,NA,NA,4,4,2,"","Vaccine mandates should be allowed in the USA so as to help people who needs the vaccination to be given the the same for example the food handlers in hotels, restaurants are required to to vaccinated so as to handle food so as not to contaminate it it is just away of keeping people healthy","","",28,2,5,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,53.756,178.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_anti",2,5,3,5,NA,3,NA,NA,"AIC_AI_Summary","Vaccine Mandates",0,0,0,3,0,0,0,0,3,0,3,5,3,-2,3,53.756,178.888
