"study_duration","finished","consent","abortion_att_binary","abortion_att_pre_1","abortion_att_pre_2","abortion_att_pre_3","abortion_certain","abortion_imp","vaccine_att_binary","vaccine_att_pre_1","vaccine_att_pre_2","vaccine_att_pre_3","vaccine_certain","vaccine_imp","uh_att_binary","uh_att_pre_1","uh_att_pre_2","uh_att_pre_3","uh_certain","uh_imp","firearm_att_binary","firearm_att_pre_1","firearm_att_pre_2","firearm_att_pre_3","firearm_certain","firearm_imp","abortion_init_resp","abortion_att_post_1","abortion_att_post_2","abortion_att_post_3","perc_ai_strength","perc_ai_bias","vaccine_init_resp","vaccine_att_post_1","vaccine_att_post_2","vaccine_att_post_3","uh_init_resp","uh_att_post_1","uh_att_post_2","uh_att_post_3","firearm_init_resp","firearm_att_post_1","firearm_att_post_2","firearm_att_post_3","perc_useful","perc_satisfaction","ai_disable","abortion_final_resp","vaccine_final_resp","uh_final_resp","firearm_final_resp","age","gender","education","race","partisanship","abortion_pro_1_clicked","vaccine_pro_1_clicked","unihealthcare_pro_1_clicked","gun_pro_1_clicked","abortion_pro_2_clicked","abortion_pro_3_clicked","abortion_pro_4_clicked","abortion_pro_5_clicked","abortion_con_2_clicked","abortion_con_1_clicked","abortion_con_3_clicked","abortion_con_4_clicked","abortion_con_5_clicked","vaccine_pro_2_clicked","vaccine_pro_3_clicked","vaccine_pro_4_clicked","vaccine_pro_5_clicked","vaccine_con_2_clicked","vaccine_con_3_clicked","vaccine_con_4_clicked","vaccine_con_5_clicked","unihealthcare_pro_5_clicked","unihealthcare_pro_2_clicked","unihealthcare_pro_3_clicked","unihealthcare_pro_4_clicked","unihealthcare_con_2_clicked","unihealthcare_con_3_clicked","unihealthcare_con_4_clicked","unihealthcare_con_5_clicked","gun_pro_2_clicked","gun_pro_3_clicked","gun_pro_4_clicked","gun_pro_5_clicked","gun_con_2_clicked","gun_con_3_clicked","gun_con_4_clicked","gun_con_5_clicked","vaccine_con_1_clicked","unihealthcare_con_1_clicked","gun_con_1_clicked","abortion_pro_First.Click","abortion_pro_Last.Click","abortion_anti_First.Click","abortion_anti_Last.Click","abortion_control_First.Click","abortion_control_Last.Click","vaccine_pro_First.Click","vaccine_pro_Last.Click","vaccine_con_First.Click","vaccine_con_Last.Click","vaccine_control_First.Click","vaccine_control_Last.Click","uh_pro_First.Click","uh_pro_Last.Click","uh_con_First.Click","uh_con_Last.Click","uh_control_First.Click","uh_control_Last.Click","firearm_pro_First.Click","firearm_pro_Last.Click","firearm_con_First.Click","firearm_con_Last.Click","firearm_control_First.Click","firearm_control_Last.Click","study_condition","abortion_att_pre","vaccine_att_pre","uh_att_pre","firearm_att_pre","abortion_att_post","vaccine_att_post","uh_att_post","firearm_att_post","treatment_condition","topic","abortion_pro_clicks","abortion_con_clicks","vaccine_pro_clicks","vaccine_con_clicks","uh_pro_clicks","uh_con_clicks","firearm_pro_clicks","firearm_con_clicks","total_clicks","ac_links","aic_links","attitude_strength","partisanship_strength","attitude_polarization","attitude_post","first_click","last_click"
702,1,1,1,6,6,6,6,6,1,6,6,6,6,6,1,6,6,6,6,6,1,5,5,6,6,6,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"I believe the U.S. absolutely should implement a universal healthcare system because there are so many people who are struggling financially and can't afford the proper healthcare.",5,6,6,"",NA,NA,NA,NA,NA,NA,"","","The U.S. is deeply failing its citizens by not implementing a universal healthcare system. A universal healthcare system could provide a financial relief to all citizens with it most benefiting low income households. There are veterans who are currently fighting for healthcare after serving the country that is supposed to care for them. Services like Medicare already serve a a good percentage of the population, so I believe that failing to implement universal healthcare is cruel to U.S. citizens.","",35,2,4,"2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.989,174.807,NA,NA,NA,NA,NA,NA,"uh_control",6,6,6,5.33333333333333,NA,NA,5.66666666666667,NA,"Control","Universal Healthcare",0,0,0,0,3,2,0,0,5,3,2,6,3,-0.333333333333333,5.66666666666667,30.989,174.807
887,1,1,1,1,1,1,4,3,2,1,1,1,4,4,2,1,2,6,3,4,1,1,1,6,6,4,"",NA,NA,NA,5,4,"",NA,NA,NA,"I have mixed feelings because on one hand, I think everyone deserves free or reduced access to healthcare (no one should go into debt or bankruptcy) and then on the other hand, I don't want to wait a year for critical treatment. ",1,1,6,"",NA,NA,NA,6,4,2,"","","I have mixed feelings because while I believe everyone deserves access to healthcare without risking debt, I'm concerned about the potential for longer wait times, inefficiency, not getting to have options, and increased taxes. A single-payer system ensures health equity and prevents individual debt, which is a great argument. However, the information raises good points about the risks, including patient choice, high taxes, and delay of treatment. I think it could compromise the quality and timeliness of care and make people even worse off. ","",42,2,6,"1",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.965,147.465,NA,NA,NA,NA,NA,NA,NA,NA,"uh_anti",1,1,3,2.66666666666667,NA,NA,2.66666666666667,NA,"AC_AI_Summary","Universal Healthcare",0,0,0,0,2,0,0,0,2,0,2,3.5,1,0.333333333333333,4.33333333333333,10.965,147.465
778,1,1,1,6,6,4,4,4,1,6,6,6,5,5,1,6,6,6,5,5,1,6,5,6,5,5,"",NA,NA,NA,5,2,"I believe they should because we need to keep everyone as safe as possible even if means taking some risks.",6,6,6,"",NA,NA,NA,"",NA,NA,NA,5,5,2,"","I believe it's crucial for everyone to be vaccinated because it keeps all of us safer overall and that's just a risk we need to take. Vaccines have proven again and again how effective they are and how important they are. It has only gotten better and safer throughout the years so at this point there's no real reason to ignore it so that we can all be safer.","","",26,1,2,"1",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,37.801,127.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_anti",5.33333333333333,6,6,5.66666666666667,NA,6,NA,NA,"AIC_AI_Summary","Vaccine Mandates",0,0,3,0,0,0,0,0,3,3,0,5,2,0,6,37.801,127.103
905,1,1,1,6,6,6,6,1,1,6,6,6,6,6,1,6,6,6,6,6,1,2,6,6,6,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"Yes we should a stricter regulation of firearms because there really needs to be in place a way to screen out mental health problems and not allow them to own firearms.",1,6,6,NA,NA,NA,"","","","Stricter regulations are needed because the mentally ill should never have access to firearms to protect themselves and the rest of society at large.  People (and their families, too) should have to go through mandatory gun training to learn how to properly handle a firearm.  However, I do believe in what our forefathers wanted though, a way to protect ourselves from tyranny such as what's happening now in the world and in our own country.   I'd really hate to wake up tomorrow and find an invasion force on my front lawn and no way to protect myself and my family.  ",69,2,2,"1",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.777,154.103,"firearm_control",6,6,6,4.66666666666667,NA,NA,NA,4.33333333333333,"Control","Firearm Regulations",0,0,0,0,0,0,2,1,3,2,1,3.5,2,-0.333333333333334,4.33333333333333,28.777,154.103
1430,1,1,1,6,6,6,6,5,1,6,6,6,6,6,1,6,6,5,6,6,1,3,4,5,4,5,"",NA,NA,NA,5,3,"If it helps keep people healthy and doesn't have insane side effects, yeah, they should be allowed. ",6,6,6,"",NA,NA,NA,"",NA,NA,NA,5,5,2,"","There have been other diseases in the past which have caused hundreds of thousands of deaths. It would be foolish to put others at risk when there is so much evidence that vaccines can reduce and annihilate diseases. It makes sense to have a healthy population and to help them counter disease as much as possible. ","","",36,1,3,"1",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,13.048,156.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_pro",6,6,5.66666666666667,4,NA,6,NA,NA,"AC_AI_Summary","Vaccine Mandates",0,0,1,1,0,0,0,0,2,1,1,6,2,0,6,13.048,156.63
732,1,1,2,1,1,1,6,6,2,1,1,1,6,6,2,2,2,2,6,6,2,1,1,1,6,6,"",NA,NA,NA,1,5,"",NA,NA,NA,"No, I do not think we should implement universal healthcare as it would raise taxes way too much.",1,2,1,"",NA,NA,NA,1,1,1,"","","Universal healthcare would raise taxes way too much. A country this size simple cannot afford a universal healthcare system as we have way more people than countries that have universal healthcare in place. For example, Canada (A larger country, not quite as big as the US) has universal healthcare, and wait times to see a doctor about important diseases is 6-15 months. In more extreme cases from Canada, they encourage people with chronic diseases to consider euthanasia instead of treatment. Should we implement universal healthcare, a similar or worse outcome would be guaranteed. ","",23,1,4,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.482,179.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uh_pro",1,1,2,1,NA,NA,1.33333333333333,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,1,1,0,0,2,1,1,6,3,0.666666666666667,5.66666666666667,4.482,179.3
1979,1,1,1,5,4,3,3,3,1,4,5,5,5,4,1,5,4,3,4,5,2,1,2,2,2,3,"",NA,NA,NA,5,4,"Vaccine can reduce a lot of diseases. it is very needed ",5,6,4,"",NA,NA,NA,"",NA,NA,NA,4,6,2,"","There is no option to denied the necessity of vaccine. There are some life saving medicine that helps to reduce the mortality and mass diseases . It helps to reduce complication and risk of getting diseases. So, it is important  but more research and innovations are also needed. ","","",29,1,5,"1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,43.74,153.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_anti",4,4.66666666666667,4,1.66666666666667,NA,5,NA,NA,"AIC_AI_Summary","Vaccine Mandates",0,0,0,0,0,0,0,0,0,0,0,4.5,2,0.333333333333333,5,43.74,153.662
1394,1,1,2,1,1,1,5,4,2,1,1,1,6,6,2,1,1,1,6,5,2,1,2,1,5,5,"I do not believe abortion should be legal.",1,1,1,1,4,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,4,3,1,"I am not in favor of abortion being legal in the United States. It is intervening in the development of a life and baby by killing it before it grows more. If the physician did not kill the baby with forceps and knives then it would be viable at some point and could be put up for adoption.","","","",58,1,5,"1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.537,139.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_pro",1,1,1,1.33333333333333,1,NA,NA,NA,"AIC_AI_Summary","Abortion",0,0,0,0,0,0,0,0,0,0,0,4.5,2,0,6,78.537,139.776
858,1,1,1,5,5,4,5,5,2,3,3,2,5,5,2,4,5,4,4,4,1,2,6,6,5,5,"",NA,NA,NA,4,2,"",NA,NA,NA,"It should not. It could increase taxes, lead to longer wait times, and limit some choices in doctors or treatments ",2,3,3,"",NA,NA,NA,4,4,2,"","","Some people think the U.S. should not have universal healthcare because it could mean much higher taxes for everyone. The government would have to control more of the healthcare system, which might lead to longer wait times to see a doctor. It could also limit choices for treatments ","",60,2,3,"1",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.788,175.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uh_pro",4.66666666666667,2.66666666666667,4.33333333333333,4.66666666666667,NA,NA,2.66666666666667,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,3,3,0,0,6,3,3,4,1,1.66666666666667,4.33333333333333,42.788,175.872
828,1,1,2,2,2,1,5,4,2,4,4,2,6,4,2,3,2,2,5,6,2,1,1,2,6,6,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"No, we have the Right protected by the 2nd Amendment to have firearms and they are too much regulated as it is.",1,1,2,NA,NA,NA,"","","","Sensible regulation is too much but understandable, as too many irresponsible people can purchase a firearm. However, these rules do not apply to the gun on the street - criminals simply bypass buying in a store.
Responsible ownership is what keeps America from becoming and of the countries that mass murdered their citizens. That's why the powers that be had to use a biological weapon, aka the C19 ""vaccine"". Crime doesn't go down because of regulation. It is stopped by responsible, skillful use of firearms. What will they try to ban next, rocks? It isn't the tool but thee mind and heart of the human using it.",62,2,4,"1,3",7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.377,170.755,"firearm_control",1.66666666666667,3.33333333333333,2.33333333333333,1.33333333333333,NA,NA,NA,1.33333333333333,"Control","Firearm Regulations",0,0,0,0,0,0,1,4,5,4,1,6,3,0,5.66666666666667,9.377,170.755
633,1,1,1,6,6,6,6,5,1,6,6,5,5,6,1,5,5,6,4,4,1,3,5,6,5,4,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"I do because health care is a right not a privilege ",5,5,6,"",NA,NA,NA,NA,NA,NA,"","","I believe there is more pros than there is cons here. People have the right to medical care and should be considered an important part of human rights. Having and or needing care but can't afford the care  one would need is in my opinion just cruel. I see the downfall and that needs to be addressed. There has to be a better way than making the middle class pay so much. I think if the extremely rich were taxed appropriately then there might be less of a strain on the working and middle class.","",50,1,3,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.518,175.715,NA,NA,NA,NA,NA,NA,"uh_control",6,5.66666666666667,5.33333333333333,4.66666666666667,NA,NA,5.33333333333333,NA,"Control","Universal Healthcare",0,0,0,0,0,3,0,0,3,0,3,4,2,0,5.33333333333333,23.518,175.715
470,1,1,1,6,6,6,6,6,1,6,4,4,6,5,1,6,6,4,5,6,1,5,5,5,5,6,"",NA,NA,NA,5,6,"",NA,NA,NA,"We spent more for worse outcomes than every developed country with national healthcare, so YES!",6,6,4,"",NA,NA,NA,5,5,1,"","","Yes. Americans pay more than their counterparts in other developed countries, yet have worse health and shorter longevity. Universal healthcare improves living conditions and, in the aggregate, saves money over our current for-profit system. Furthermore, having health care tied to one's employment discourages people from taking career risk or starting new businesses.","",53,1,5,"1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.497,167.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uh_pro",6,4.66666666666667,5.33333333333333,5,NA,NA,5.33333333333333,NA,"AC_AI_Summary","Universal Healthcare",0,0,0,0,4,5,0,0,9,4,5,5.5,3,0,5.33333333333333,4.497,167.337
755,1,1,1,5,6,5,6,6,1,6,6,6,5,5,1,6,6,6,6,6,1,6,6,6,6,6,"yes it should be legal and the right of every women to choose freely",6,6,6,6,2,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,6,6,2,"yes every women has the legal right to choose to have or not to have an abortion. the authorities should not interfere i a womens decision.  there are very many reason the women having the abortions for having an abortion and some reasons are very sad and dear . the lunatic right repyblicans are obsessed with abortion as a political ploy nothing else","","","",64,1,5,"4",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.315,162.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_pro",5.33333333333333,6,6,6,6,NA,NA,NA,"AC_AI_Summary","Abortion",2,0,0,0,0,0,0,0,2,2,0,6,3,0.666666666666667,6,114.315,162.895
1091,1,1,1,3,3,2,4,3,1,6,6,5,6,6,1,4,4,6,5,5,1,5,6,4,6,3,"",NA,NA,NA,4,3,"Vaccine mandates should be strongly allowed since it is very helpful to everyone in the society.",5,4,5,"",NA,NA,NA,"",NA,NA,NA,4,3,2,"","I think vaccine mandates should be allowed in the States . This is because the are crucial for achieving his immunization rates. It also helps to reduce outbreaks of diseases that would affect individuals this thus ensures a good society free of health risks. Vaccines are useful in various ways.","","",39,1,5,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,88.189,143.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_pro",2.66666666666667,5.66666666666667,4.66666666666667,5,NA,4.66666666666667,NA,NA,"AC_AI_Summary","Vaccine Mandates",0,0,0,1,0,0,0,0,1,0,1,6,3,-1,4.66666666666667,88.189,143.26
743,1,1,1,6,6,4,6,5,1,6,6,5,5,6,1,5,4,5,5,6,1,5,6,6,5,4,"",NA,NA,NA,NA,NA,"The Public Health is too important a value to leave to chance and possibly decimation. Limited, focused vaccine mandates can protect society at large.",6,6,4,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","Public health is too precious to be left to chance. Vaccines are proven to save billions of dollars over the past years and have saved countless lives. We must err on the side of public safety by mandating vaccines in most all cases. Failing to do so, and leaving ""gaps"" in coverage risks lives and our economy!","","",67,1,6,"1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.914,160.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vaccine_control",5.33333333333333,5.66666666666667,4.66666666666667,5.66666666666667,NA,5.33333333333333,NA,NA,"Control","Vaccine Mandates",0,0,1,1,0,0,0,0,2,1,1,5.5,1,-0.333333333333334,5.33333333333333,73.914,160.581
556,1,1,1,6,6,6,6,3,1,6,6,6,5,1,1,6,6,6,6,6,1,6,6,6,6,2,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"The only hope of preventing more mass shootings is strict regulation of guns, like it or not.",6,6,6,NA,NA,NA,"","","","The number of gun deaths this century alone in the US is close to one million, deaths which would be largely preventable with basic regulations. The 2nd amendment was created at a time when the kind of automatic weapons today  did not exist and thus posed a lesser threat to the public.",55,1,5,"1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.574,171.174,"firearm_control",6,6,6,6,NA,NA,NA,6,"Control","Firearm Regulations",0,0,0,0,0,0,5,2,7,5,2,4,2,0,6,15.574,171.174
1023,1,1,1,5,5,2,6,6,1,5,5,5,6,6,1,5,5,5,6,6,1,5,5,5,6,6,"",NA,NA,NA,6,6,"",NA,NA,NA,"",NA,NA,NA,"Yes, I believe the United States should have stricter firearm rules to reduce gun violence and protect public safety.
",5,5,5,6,6,2,"","","","I believe that stricter gun laws need to be enacted in the United States to stop the growing rates of gun violence and mass shootings that are affecting communities all over the country. The Second Amendment protects the right to have guns, however it is important to remember that times have changed and so too must the laws for the protection of the public. Rules that require responsible gun ownership, background checks, and controlling excess weapons in particular high-capacity weapons can help minimize the number of guns put into the hands of people that could harm others, while still preserving an individual's rights to own a weapon. There should be an emphasis on lower deaths and lower crime!",41,2,6,"1",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.868,147.078,NA,NA,"firearm_anti",4,5,5,5,NA,NA,NA,5,"AIC_AI_Summary","Firearm Regulations",0,0,0,0,0,0,0,2,2,0,2,6,3,0,5,3.868,147.078
816,1,1,1,2,2,4,4,1,1,5,2,4,3,4,1,4,6,5,5,6,1,2,6,6,5,3,"Yes, it should.",2,2,4,4,6,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,2,1,1,"I believe in abortion if only for the life and death medical necessity a woman may. I, myself, could never do it for a reason such as not being able to afford a baby or not being able to marry the father, but I could see my friends, children and myself being in a position where the baby is not viable and therefore, needs to come out. It's a woman's choice to do what she feels is best for her body. When men can have children and go through the same medical emergencies that women deal with, then they can have a say.","","","",61,2,5,"1",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3.04,173.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_anti",2.66666666666667,3.66666666666667,5,4.66666666666667,2.66666666666667,NA,NA,NA,"AIC_AI_Summary","Abortion",2,0,0,0,0,0,0,0,2,2,0,2.5,3,0,2.66666666666667,3.04,173.2
997,1,1,2,4,1,1,5,5,1,2,5,2,4,3,1,2,5,6,5,5,1,6,6,3,5,5,"",NA,NA,NA,6,1,"",NA,NA,NA,"It should implement because there are many people who are not able to afford basic healthcare, let a lone serious illness when it arises.",5,4,6,"",NA,NA,NA,6,5,2,"","","As much as there may be significant downsides of implementing the universal healthcare in the USA such as tax hikes for everyone including the low-earning individuals, killing innovations in the healthcare sector and other reasons, I feel it is important to implement it so as to bridge the gap in accessing healthcare. This will help many people access quality healthcare which is a basic human right.","",35,2,6,"2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"uh_anti",2,3,4.33333333333333,5,NA,NA,5,NA,"AIC_AI_Summary","Universal Healthcare",0,0,0,0,0,0,0,0,0,0,0,5,2,0.666666666666667,5,0,0
477,1,1,1,6,6,6,6,5,1,5,6,5,5,4,1,5,6,6,5,5,1,4,4,5,4,3,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"Absolutely. Healthcare costs are ridiculous in this country and people should not have to take on massive amounts of debt just to survive, or even massive amounts of debt and end up dying anyway. Plus, we have tons of other countries we can look to for guidance.",5,6,6,"",NA,NA,NA,NA,NA,NA,"","","I still stick with my original response. I reviewed the results on the previous page and particularly sought out articles that challenged my perspective but I did not agree with any of the arguments. They felt weak and I could think of counterarguments for each point. For example, one point made was that wait times could be longer, but let's not pretend that Americans don't also have plenty of wait times for healthcare as well. ","",25,2,5,"1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14,177.09,NA,NA,NA,NA,NA,NA,"uh_control",6,5.33333333333333,5.66666666666667,4.33333333333333,NA,NA,5.66666666666667,NA,"Control","Universal Healthcare",0,0,0,0,3,5,0,0,8,3,5,5,3,0,5.66666666666667,9.14,177.09
625,1,1,1,1,1,1,6,6,1,6,6,6,6,6,2,2,2,2,6,6,1,1,6,1,6,6,"Do not spread your legs without using birth control if you do not want a child. ",1,1,1,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Do not spread your legs if you cannot bear the result, especially without using a form of birth control. Woman needs to take responsibility for their actions. A man doesn't  have a choice, so why should the woman have one for an act that she chose to partake in. ","","","",32,1,5,"4",7,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,8.919,135.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_control",1,6,2,2.66666666666667,1,NA,NA,NA,"Control","Abortion",3,3,0,0,0,0,0,0,6,3,3,6,3,0,1,8.919,135.373
2070,1,1,1,6,5,5,5,6,1,6,6,6,5,5,1,5,5,5,4,4,1,3,6,5,4,5,"Yes abortion should be legal, everyone has their rights",6,6,6,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Abortion should be legal in the United States because i strongly believe it is a matter of personal choice. Abortion bans do not protect but rather punish the female or woman. In situations where the female believes she may not have the financial means to raise a child, abortion would seem like the best option. Other times these females may have been raped and would not want to keep the child due to trauma.","","","",29,1,5,"1",2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3.401,98.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_control",5.33333333333333,6,5,4.66666666666667,6,NA,NA,NA,"Control","Abortion",3,0,0,0,0,0,0,0,3,3,0,5.5,2,0.666666666666667,6,3.401,98.517
699,1,1,1,6,6,6,6,5,1,6,6,6,6,6,1,4,6,6,6,6,2,2,6,4,5,4,"It should absolutely be legal, to state otherwise is a violation of agency.",6,6,6,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Abortion should absolutely be legal in the US, to say otherwise violates the agency of women and people able to be pregnant on a core, fundamental level.
Ultimately, it is THEIR body being used as a conduit for the fetus to develop, to say a woman Must carry to birth is a fundamental violation of basic freedoms, and those supporting it admit to treating women as living incubators, instead of people with freedom of choice. Even if you view abortion as murder, this is what it comes down to. On that note aswell, a fetus cannot be considered a person in the genuine sense, no more than sperm cells wouldn't be considered people. Those that advocate for abortion are not advocating at the point where the fetus has developed enough to qualify as an unborn infant.","","","",26,2,2,"2",1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,53.075,119.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"abortion_control",6,6,5.33333333333333,4,6,NA,NA,NA,"Control","Abortion",3,1,0,0,0,0,0,0,4,3,1,5.5,3,0,6,53.075,119.543
